,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: product_short_name,Meta: _product_short_name,Meta: product_main_keyword,Meta: _product_main_keyword,Meta: product_tastes_like,Meta: _product_tastes_like,Meta: upc,Meta: _upc,Meta: product_acronym,Meta: _product_acronym,Attribute 7 default,Attribute 10 default,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_product_cat
129,146,simple,DONAGLGDTQLBKTM,Don Angel Gold Tequila Oro 700 ml,1,1,visible,"Don Angel Oro Tequila: ideal for cocktails. Elegant, delicate, complex flavor. Great for lemon-based cocktails; enjoy neat with salt and lemon.","Don Angel Oro Tequila is perfect for use in cocktails.\n\nElegant and delicate, yet with real complexity of flavour.\n\nThe delicate aroma of Don Angel is a great choice for many lemon-based cocktails.\n\n Year Oldu can enjoy this on its own with a pinch of salt and slice of lemon.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5200.0,Tequila,"Don Angel gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/don-angel-gold-tequila-oro-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Don Angel Gold,,Tequila Oro,,,,,,,,,,,,,
130,147,simple,DONAGLGSVTQLBKTM,Don Angel Silver Tequila Blanco 700 ml,1,1,visible,"Don Angel Blanco Tequila: ideal for cocktails. Elegant, delicate, complex flavor. Perfect for lemon-based cocktails; enjoy neat with salt and lemon.","Don Angel Blanco Tequila is perfect for use in cocktails.\n\nElegant and delicate, yet with real complexity of flavour.\n\nThe delicate aroma of Don Angel is a great choice for many lemon-based cocktails.\n\n Year Oldu can enjoy this on its own with a pinch of salt and slice of lemon.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5200.0,Tequila,"Don Angel silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/don-angel-silver-tequila-blanco-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Don Angel Silver,,Tequila Blanco,,,,,,,,,,,,,
131,148,simple,1800RPSDTQLBKTM,1800 Reposado Tequila 100% Agave 750 ml,1,1,visible,"1800 Reposado Tequila: 100% blue agave, aged 6 months to a year in American and French oak casks. Honey color, versatile.","This 1800 Reposado Tequila is crafted using 100% blue agave and matured for a minimum of six months and up to a year in American and French oak casks. The bright honey colour is imparted on the spirit due to the aging process, and works well on the rocks or as a replacement for silver or blano tequiula in a margarita!\n\nOn the nose is buttery caramel and toasted coconut, moving on to mild spices, vanilla and a touch of smokiness on the palate imparted by the flavour of the oak, finishing up with a dry and rounded note of agave.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,9615.0,Tequila,"1800 Reposado, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/1800-reposado-tequila-100-agave-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,1800 Reposado,,Tequila 100% Agave,,,,,,,,,,,,,
132,149,simple,1800GDTQLBKTM,1800 Anejo Tequila 100% Agave 750 ml,1,1,visible,"1800 Anejo Tequila: aged in French oak for 12+ months, some in American oak for 3 years. Complex, oaky, great neat or mixed.","A highly acclaimed expression from 1800. This 1800 Anejo Tequila is aged in small French oak barrels for over 12 months, and some of the tequila is even aged in American oak for three years. The combination of these maturation processes creates a complex, oaky number that is as great on its own as it is in a mixed drink.\n\nThe nose gives hints of freshly churned butter.  Year Oldu can expect a heavily oaked, slightly spicy palate, and this oakiness lingers in the finish, with creaminess, and a wisp of smoke.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,9900.0,Tequila,"1800 Anejo, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/1800-anejo-tequila-100-agave-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,1800 Anejo,field_663f88db36702,Tequila 100% Agave,field_663f893236703,,field_663f89a536704,,field_6641ab1530a93,,,,,,,,
133,150,simple,1800SVTQLBKTM,1800 Silver Tequila 100% Agave 750 ml,1,1,visible,"1800 Silver Tequila: 100% blue weber agave, double-distilled for smoothness, aged 8-12 years. Refreshing, fruity, great neat or in cocktails. Elegant, subtle.","1800 Silver Tequila made from 100% blue weber agave, double-distilled for maximum smoothness. The spirit is blended with a selection of white tequilas and has been aged between 8 and 12 years. A refreshing and fruity tequila which can be enjoyed neat or equally in cocktails. \n\nAn elegant and subtle tequila with rich, fruity agave on the nose, and clean floral flavours on the palate upon tasting. Light and smooth finish, very refreshing.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,10975.0,Tequila,"1800 Silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/1800-silver-tequila-100-agave-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,1800 Silver,,Tequila 100% Agave,,,,,,,,,,,,,
134,151,variable,FIRBLCNWBKTM,"Fireball Cinnamon Canadian Whisky Liqueur 50 ml, 200 ml, 750 ml",1,1,visible,"Fireball Cinnamon Whisky: fiery dragon meets whisky barrel. Tastes heavenly, burns fiercely. Enjoy straight or mixed for a delicious night.","Fireball Cinnamon Whisky needs no introduction. Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to  Year Oldu.\n\nWhat  Year Oldu have here is smooth whisky with a fiery kick of red hot cinnamon. Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite  Year Oldur nite, try it with  Year Oldur favorite mixer – cola, ginger beer, hard cider, cranberry, etc. Fireball makes anything taste good!",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Liquer, Liquer > Shooter","fireball, liquer, liquor, shooter",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/fireball-cinnamon-canadian-whisky-liqueur-750-ml.webp,,,,,,,,,0,Volume,"200 ml, 50 ml, 750 ml",1.0,1,50 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,33%,1.0,0.0,33%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,Cinnamon,1.0,0.0,Grape Varieties,,0.0,0.0,Fireball,,Cinnamon Canadian Whisky Liqueur,,Cinnamon,,,,,,Glass,,,,,
135,152,variable,JGRMSTRLIQBTM,"Jägermeister Herbal Liqueur German Liqueur 750 ml, 1 L",1,1,visible,"Jägermeister: German liqueur, 75-proof, 56 herbs, roots, fruits worldwide. Digestif, best chilled, sipped from shot glass. Traditional.","Jägermeister, originating from Germany, is a 75-proof liqueur crafted from a unique blend of 56 herbs, blossoms, roots, and fruits sourced from around the globe. Its ingredients include cinnamon bark from Ceylon, bitter orange skins from Australia, santal from East India, and ginger roots from southern Asia. Primarily served as a digestif, this dense liqueur is best enjoyed chilled in the freezer and sipped from a shot glass in the traditional manner.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Liquer, Liquer > Shooter","Jägermeister, liquer, liquor, shooter",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jagermeister-herbal-liqueur-german-liqueur-750-ml.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Germany,1.0,0.0,Germany,Age,,0.0,0.0,,ABV,35%,1.0,0.0,35%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Jägermeister Herbal Liqueur,,German Liqueur,,,,,,,,Glass,,,,,
136,153,variable,JDTNFIRWLIQBKTM,"Jack Daniel's Tennessee Fire Cinnamon Spice Whiskey Liqueur 750 ml, 1 L",1,1,visible,Jack Daniel's Tennessee Fire: smooth Old No.7 whiskey meets intense cinnamon. Perfect as a chilled shot for warmth and complexity.,"Combining fire and whiskey can result in something extraordinary. Jack Daniel's Tennessee Fire embodies this fusion, blending the smoothness of Jack Daniel's Old No.7 whiskey with the intense yet velvety essence of cinnamon. This delicious and intricate concoction is ideally savored as a chilled shot, offering a delightful experience for those who appreciate both warmth and complexity in their drink.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Liquer, Liquer > Whiskey Liquer","Jack Daniels Fire, liquer, liquor, shooter",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jack-daniels-tennessee-fire-cinnamon-spice-whiskey-liqueur-750-ml.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,35%,1.0,0.0,35%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Jack Daniel's Tennessee Fire,field_663f88db36702,Cinnamon Spice Whiskey Liqueur,field_663f893236703,,field_663f89a536704,,field_6641ab1530a93,JD,field_6701106f7ade4,Glass,,,,,
137,154,variable,BLYSTOIRECRMLIQBKTM,"Bailey's The Original Irish Cream Liquer 500 ml, 1 L",1,1,visible,"Baileys Original Irish Cream with Colombian coffee and natural flavors. Perfect for savoring life's essentials: coffee, chocolate, creamy indulgence. Enjoy straight or mixed.","Experience the perfect fusion of real Colombian coffee and a medley of natural flavors harmonizing with the delicious Baileys Original Irish Cream. This bold and delightful combination is crafted for those cherished moments when  Year Oldu want to savor life's essentials: coffee, chocolate, and creamy indulgence. Whether enjoyed straight, incorporated into one of our lavish coffee cocktail recipes, or infused into  Year Oldur favorite hot drinks, it's a guaranteed delight that adds an extra dash of wow to  Year Oldur day.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Liquer, Liquer > Shooter","Baileys, liquer, liquor, shooter",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/baileys-the-original-irish-cream-liquer-500-ml-1-l.webp,,,,,,,,,0,Volume,"1 L, 500 ml",1.0,1,500 ml,Country,Ireland,1.0,0.0,Ireland,Age,,0.0,0.0,,ABV,17%,1.0,0.0,17%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Coffee, Cream",1.0,0.0,Grape Varieties,,0.0,0.0,Bailey's The Original,,Irish Cream Liquer,,Coffee &amp; cream,,,,,,Glass,,,,,
138,155,simple,LFVRITRSORLIQBKTM,Le Favori Triple Sec Liqueur À L'Orange 700 ml,1,1,visible,"Le Faviri Triple Sec: orange-infused liqueur, versatile for cocktails. Exotic aroma, fruity essence, sweet and spicy flavor. Perfect neat or mixed.","Le Faviri Triple Sec is a liqueur infused with the essence of oranges, crafted from the dried peels of both bitter and sweet varieties. Traditionally enjoyed neat or over ice as a digestif, it has now become predominantly popular in cocktail making, featuring in classics like the Margarita, White Lady, and Cosmopolitan.\n\nIt offers a harmonious blend of exotic aromas, showcasing the fruity and ripe essence of oranges, accompanied by a captivatingly sweet and spicy flavor profile.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5500.0,"Liquer, Liquer > Shooter","Le Favori Triple Sec, liquer, liquor, shooter",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/le-favori-triple-sec-liqueur-a-lorange-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,France,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Le Favori Triple Sec,,Liqueur À L'Orange,,,,,,,,,,,,,
139,156,simple,ARCHRSPCHSCNPBKTM,Archers Peach Schnapps 1 L,1,1,visible,"Archers Peach Schnapps: ripe peach essence, refreshing. Enjoy over ice in tall glass. Mix with cranberry, orange, tonic, champagne, or lemonade.","Crafted with the exquisite essence of ripe peach, Archers Peach Schnapps offers a refreshing and pristine flavor profile. Best enjoyed as a long, cool drink, served over plenty of ice in a tall glass. Experiment with various mixers such as cranberry, orange, tonic, champagne, or lemonade to create delightful cocktails that accentuate the natural sweetness of this unique spirit.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7000.0,"Liquer, Liquer > Shooter","Archers Peach Schnapps, liquer, liquor, shooter",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/archers-peach-schnapps-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,England,1.0,0.0,,Age,,0.0,0.0,,ABV,18%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,Peach,1.0,0.0,Grape Varieties,,0.0,0.0,Archers,,Peach Schnapps,,Peach,,,,,,,,,,,
140,157,variable,DSRNOAMRTOITALIQBKTM,"Disaronno Originale Amaretto - Italian Liqueur 700 ml, 1 L",1,0,visible,"Disaronno: classic Italian liqueur, sweet almond flavor. Distinct taste from herbs, spices, apricot kernel oil. Enjoy neat, over ice, or mixed.","Amaretto, a classic Italian liqueur, boasts a sweet almond flavor that's deeply rooted in tradition. Disaronno, specifically, derives its distinctive taste from a blend of herbs and spices soaked in apricot kernel oil.\n\nWith its captivating amber hue, rich aroma, and unparalleled flavor, Disaronno has earned its place as the world's beloved Italian liqueur.\n\nEnjoy it neat or over ice for a sublime experience. Disaronno also lends itself beautifully to mixing—try it with  Year Oldur preferred fruit juice like orange or cranberry, pair it with cola, or use it to craft sophisticated cocktails that elevate any occasion.\n",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Liquer, Liquer > Shooter","Disaronna Amaretto, liquer, liquor, shooter",,[],,,,,,,,,0,Volume,"1 L, 700 ml",1.0,1,700 ml,Country,Italy,1.0,0.0,Italy,Age,,0.0,0.0,,ABV,28%,1.0,0.0,28%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Disaronno Originale,,Amaretto - Italian Liqueur,,,,,,,,,,,,,
141,158,simple,RMNASMBCITALIQBKTM,Romana Sambuca Italian Liquore Classico 750 ml,1,0,visible,"Renowned anise liqueur with witch elder bush infusion, licorice, sugar.","The famous anise-flavored liqueur, produced by the infusion of witch elder bush and licorice, sweetened with sugar and enhanced with a secret combination of herbs and spices.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6000.0,Sambuca,"Romana Sambuca, Sambuca",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Italy,1.0,0.0,,Age,,0.0,0.0,,ABV,42%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Romana Sambuca,,Italian Liquore Classico,,,,,,,,,,,,,
142,159,simple,VCRISMBCLIQBKTM,Vaccari Sambuca Liquore 700 ml,1,0,visible,"Vaccari Sambuca, a delectable Italian liqueur, features Chinese star anise and Mediterranean anise, creating a deep and spicy flavor profile.","Vaccari Sambuca is a delicious Italian Sambuca. this is a superb liqueur flavoured with Chinese star anise and Mediterranean anise. The result is deep and spicy. It is a sweet, strong liqueur whose base consists of essential oils extracted through steam distillation of the seeds from the star anise, conferring upon the fruit a strong aroma of anise, which is soluble in the pure state. To this whole is added a concentrated solution of sugar and other natural aromas, of which Vaccari jealously guards the recipe. They are the secret ingredients, which make the taste of Vaccari Sambuca unique.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,9174.0,Sambuca,"Sambuca, Vaccari Sambuca",,[],,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Italy,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Vaccari Sambuca,,Liquore,,,,,,,,,,,,,
143,160,simple,MLNRISMBCXLIQBKTM,Molinari Sambuca Extra Liquore 1 L,1,0,visible,"Molinari Sambuca, a cherished Italian liqueur, boasts smoothness and richness, crafted from a secret recipe of star anise and spices.","Created in 1945 by Angelo Molinari and now one of Italy’s most celebrated masterpieces- a smooth, rich, full-bodied liqueur he proudly named Molinari Sambuca.\n\nMolinari Sambuca is the best-selling liqueur in Italy and the most cherished Sambuca in the world. It is the only brand permitted by Italian law to use the term ‘Extra’ because of its extra quality.\n\nSweet and strong, this Italian liqueur is made from a secret recipe that includes star anise pods, sugar, herbs and other spice. Its distinctive anise aroma and flavor is perfect neat, on the rocks, with a few coffee beans added or in cocktails.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,Sambuca,"Molinari Sambuca, Sambuca",,[],,,,,,,,,0,Volume,1 L,1.0,1,,Country,Italy,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Molinari Sambuca,,Extra Liquore,,,,,,,,,,,,,
144,161,simple,CLNISMBCLIQBKTM,Cellini Sambuca Liquore 700 ml,1,0,visible,"Cellini Sambuca, crafted from star anise, delivers a sweet and intense flavor, revered for its richness and elegance in packaging.","Sweet and intense, this liqueur has a unique taste which satisfies even the most demanding  palates, in an elegant and intriguing packaging.\n\nAnise is an aromatic plant, native of the Middle East. The star anise  variety, whose name comes from the star shape of its fruits, is richer in  fragrant compounds and therefore particularly suited for the production  of this liqueur.\n\nIts essential oil is the precious main ingredient for Cellini Sambuca. When mixed with alcohol, water and sugar, it creates  a dense, velvety liqueur with a great character, appreciated both for its  pleasant taste and for its refined bouquet.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6000.0,Sambuca,"Cellini Sambuca, Sambuca",,[],,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Italy,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Cellini Sambuca,,Liquore,,,,,,,,,,,,,
145,162,simple,PYCDAROBITTBKTM,Peychaud Aromatic Bitters 296 ml,1,0,visible,"Developed in 1830 by Antoine Amédée Peychaud, these aromatic bitters feature clove, liquorice, and star-anise notes, ideal for enhancing Cognac cocktails.","Originally created around 1830 in New Orleans by creole apothecary Antoine Amédée Peychaud, Peychaud's aromatic cocktail bitters are made using distinctive cloves with liquorice and star-anise aromas. Perfect for using in all cocktails that call for bitters, though particularly with Cognac cocktails. ",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6000.0,Bitter,"bitters, Peychaud Aromatic Bitter",,[],,,,,,,,,0,Volume,296 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,35%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Clove, Liquorice",1.0,0.0,Grape Varieties,,0.0,0.0,Peychaud,,Aromatic Bitters,,Cloves &amp; Liquorice,,,,,,,,,,,
146,163,simple,RGNOGBITTBKTM,Regan's Orange Bitters 296 ml,1,0,visible,"Bartender favorite, Gary Regan's orange bitters are essential for whisky cocktails, adding depth and flavor to every drink.","A renowned bartender favourite, these orange bitters from late US mixologist maestro Gary Regan are a must-have staple for any whisky cocktail. ",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6000.0,Bitter,"bitters, Regans Orange Bitter",,[],,,,,,,,,0,Volume,296 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,45%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Regan's,,Orange Bitters,,,,,,,,,,,,,
